,NPC,Households,PV output,LLP,Diesel Cost,Renewable invesment cost,Genererator invesment cost,Battery invesment cost,Battery operation cost,PV nominal capacity,Genset nominal capacity,Battery nominal capacity
671,190103.585129757,164,5,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,24131.9242213435,18515.4158596969,0
672,268078.028330567,176,2,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,28293.1822734029,20422.6664942828,1879.51295236597
673,323456.588999847,176,7,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,36906.8053366028,21843.4159032765,4725.83679267332
674,280916.87706194,152,2,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,36976.7540896005,11970.5363556325,62717.5349197916
675,215486.135930159,164,4,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21867.42545279,20045.638417107,0
676,288831.858570987,176,5,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39247.6726527913,15184.5562914031,31979.3893210743
677,281584.324081219,152,3,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,37176.6080449325,12023.2044290831,61938.6497640875
678,296277.875489378,152,9,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,38073.044159993,13398.5107666667,45267.8705364684
679,164492.118718807,164,9,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,18611.3929785813,19043.8691124396,0
680,106804.150543092,164,3,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,376.711414850578,23385.1174856086,0
681,252463.246289467,164,1,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,26202.8154977506,19478.9645084775,1230.14527049894
682,237797.093362306,164,6,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,30330.5263825243,24033.1242165187,0
683,229402.774867018,176,6,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,25293.2410898596,21132.638030776,0
684,221071.025376007,176,1,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,23609.2888001574,21131.9898071534,0
685,268615.403019086,176,3,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,28283.7074086408,20433.4565833333,1814.57203330863
686,180333.447614942,152,7,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,22303.8669166316,17239.8897448065,0
687,161270.991000617,176,1,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,16409.0651323871,23190.5026941447,0
688,114189.465179315,176,2,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,1253.21799141445,24602.288479327,0
689,114228.975310517,176,5,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,25324.1382828534,0
690,315089.114299185,176,3,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,45329.1820803021,13052.5808333197,76276.6244848736
691,165225.355255337,176,8,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,16097.8572547688,23656.1757860602,0
692,203126.071361801,152,4,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21024.1986860087,18781.3763002215,0
693,166097.872394569,176,7,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,15988.9179349239,23810.461344764,0
694,270573.203160708,164,8,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,36968.7786733493,14199.729,31389.7368754622
695,155506.652774106,164,5,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,14899.1484752667,22481.7654818367,0
696,260632.022481705,164,5,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,27160.4531359397,19675.8494630421,0
697,159992.726369967,164,0,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,18083.5260995934,18873.7293425236,0
698,201777.48861785,152,5,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,20231.9502247237,18781.8793268284,0
699,163454.862335555,164,8,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,18956.9979954934,18924.6205696001,0
700,238230.589763371,152,1,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,24186.7539446089,18125.00585,1743.3300633957
701,174093.233922915,176,8,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,20496.7123510762,20162.8130857369,0
702,251833.308153746,176,5,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,32452.5516823431,25567.1432277669,394.403896529213
703,184142.148353082,164,2,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,23496.5229051167,18512.850106218,0
704,164350.308038594,164,7,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,18657.3030231715,19019.8975399703,0
705,155153.894128647,152,7,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,16388.9471966476,18024.9114861908,0
706,314250.761711627,176,2,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,45181.5731126268,12967.4857845076,77541.430550416
707,114228.975310517,176,4,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,25324.1382828534,0
708,114226.968324589,176,0,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,387.158321698497,25104.4066021796,0
709,276495.778372061,176,8,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,29637.7090408448,20705.2092189123,0
710,114196.832484722,176,1,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,1219.66868969682,24621.5867019004,0
711,214065.358270562,164,5,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21929.9889528413,20045.4289530749,0
712,271578.009618143,164,5,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,36656.5912331665,14438.8277326483,30434.7005617045
713,277961.234515489,152,3,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,28618.340950183,18910.3022129617,7099.070524139
714,285558.281873238,152,8,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,30850.7341097531,19492.3134352086,4017.4812808241
715,291380.552043594,176,4,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39402.5470209952,15496.6400690017,29112.8633461201
716,223926.557416222,152,6,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,27840.6423032568,22492.1893880341,0
717,313695.65028509,164,6,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,43374.5452801907,13701.5702365289,56706.6390315456
718,249655.143688357,176,8,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,31660.675999019,24985.9912924118,0
719,227678.879186434,164,1,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,26940.2691018905,22751.5080335152,3136.05351997732
720,150490.970630397,152,2,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,17360.5076893634,17640.7696523329,0
721,246522.48813237,152,2,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,32284.7426985624,12591.5976930574,37415.3752822846
722,191439.687186982,164,4,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,24251.8875641938,18516.6426631466,0
723,174255.424078222,152,1,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,21633.4519164772,17264.8864077226,0
724,179540.953580803,152,5,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,22185.9366618925,17266.2677810676,0
725,98970.0542284288,152,7,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,21879.2659025618,0
726,262117.062813383,164,0,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,36808.0145166385,13105.6772608091,44449.0298748088
727,106807.224123559,164,7,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,23600.128669033,0
728,170273.842282681,176,0,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,20975.8826888155,19941.7053947276,0
729,164890.101566059,164,6,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,18350.1497380476,19171.6268393954,0
730,196867.163775564,152,0,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,20152.6355748692,18781.3635944569,0
731,180454.251417442,152,9,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,22362.471103413,17240.1775558133,0
732,191487.599798834,164,6,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,24229.5159123189,18516.3458747387,0
733,155548.634977452,152,6,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,16179.9976348569,18119.3965171184,0
734,297172.365604377,152,6,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,38089.5150827465,13541.3467833333,45089.1116118383
735,296348.821027864,164,3,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,42341.7356454396,12455.0620953937,71736.5474603274
736,261983.998332404,164,9,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,27755.8439226237,19659.5111244186,0
737,166988.02255907,176,6,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,16261.9341542684,24033.7740117273,0
738,290322.444125669,176,7,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39137.8534296459,15331.1799528973,29269.8794676237
739,224215.360078633,152,4,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,27844.291102803,22661.8405140268,0
740,279245.243245219,176,6,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,29820.0685399268,20724.59535118,0
741,277772.709129506,152,1,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,28576.4982959268,18927.6011166667,6989.17240538963
742,298122.658519365,164,0,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,42096.5348012928,12551.1060782865,70506.4241829615
743,241993.898786471,176,2,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,29728.2254809748,23633.9717417233,4893.83857981076
744,278996.725423266,152,0,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,28971.0916779256,19013.8242484567,6526.51877272485
745,310577.513294965,164,5,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,43290.2143790927,13346.654768732,60442.6167228238
746,106787.162869984,164,2,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,821.976709108995,23123.779064321,0
747,195893.833737748,152,2,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,20178.2568588148,18777.1617438114,0
748,214965.510320486,152,3,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,23288.8932271095,22231.7851980223,0
749,296200.40005647,152,7,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,37630.5706539188,13455.6733993558,44810.4841043873
750,175221.952656025,176,9,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,20186.9238508557,20291.1152034064,0
751,242411.985256262,176,1,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,29477.2303048638,23737.0029901091,4848.16200323273
752,246847.025503346,152,1,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,32391.3038363525,12589.6699166667,37502.5876191592
753,227741.241271943,176,5,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,24486.5262409839,21134.6605168909,0
754,175611.378491037,176,4,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,19839.5104460938,20435.5641938463,0
755,203693.250935264,176,6,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,26162.0353041515,19476.4943093897,0
756,221044.347948846,152,8,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,26232.0468447959,22226.774779363,0
757,154598.493012015,152,5,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,16270.1160431289,18054.2880234357,0
758,142635.179268277,152,0,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,13532.9826233279,20647.88055,0
759,114204.714620393,176,3,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,1099.39185455151,24691.826821007,0
760,208718.951508475,164,0,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21914.3818295147,20044.0267980212,0
761,272950.935164783,164,7,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,36486.9800379164,14638.4204298186,27334.0993782909
762,179198.238011769,152,8,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,22419.6993773808,17234.7780089963,0
763,214798.335815398,152,1,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,23047.9121452145,22232.1865196105,0
764,273151.763731894,164,9,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,36792.4508743753,14586.0139692282,27817.9707745
765,245782.460365883,152,5,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,25073.8170393544,18416.9803519013,0
766,155529.982623425,152,4,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,16156.8310098789,18140.3668815169,0
767,196104.719289375,152,1,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,20240.8402145341,18778.2249412719,0
768,106807.224123559,164,5,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,23600.128669033,0
769,222663.047742299,152,5,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,27422.5896495909,22636.9631184991,0
770,166274.559620107,176,9,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,15960.5755862765,23856.572871983,0
771,312154.778572368,176,3,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,34507.8261116039,21030.4896841526,9138.50424303301
772,293009.293106075,164,2,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,32091.2415239881,20057.5764166667,8020.8959963244
773,243411.639620805,176,0,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,29862.6838445821,23890.5953375512,4028.37027260842
774,146743.109782899,152,6,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,13058.6437243881,21355.9050220716,0
775,309328.29398737,164,8,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,43855.9538999338,13124.7241742363,61055.2771098272
776,195778.909653498,176,2,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,25256.4210149872,19470.488779799,0
777,227817.769226606,164,3,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,26750.2503079493,22908.3754673723,2512.73265416113
778,278733.855879496,176,0,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,39431.140224886,13734.4557072266,47260.500948006
779,253225.825836739,176,6,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,33262.6050308529,25405.0211145493,0
780,288311.605430348,152,4,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,31246.1338188131,19593.087011807,3574.14552011279
781,207895.544161508,164,1,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,21930.0023236756,20040.208195052,0
782,252679.731738562,164,3,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,26248.3323942486,19480.6514333333,1244.10570309283
783,228879.104145914,176,9,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,24023.3734448673,21119.7248877923,0
784,268414.74372094,176,1,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,28183.0092757202,20430.0926550981,1831.25611541959
785,273920.382657673,164,4,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,36620.8168985228,14799.9358333333,27031.9390725288
786,151293.092414944,164,1,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,15188.7310797756,21819.1825619159,0
787,333609.273778423,176,4,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,46382.7833911235,14425.2401333333,59535.1524719748
788,247044.892567145,152,9,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,25617.7812024065,18400.5092575209,0
789,314857.674091079,176,1,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,45120.5178331399,13039.0162297963,76624.0826301365
790,287692.490902458,152,9,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,31239.9343485479,19594.7145592458,3517.44479683545
791,196003.815381973,176,1,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,25325.156906379,19474.296423204,0
792,156520.185197866,164,6,0.0122,0.323,1.658,1.588,0.551,3.73863636363636E-05,14792.3170571377,22641.5716227983,0
793,174403.342696408,152,3,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,21688.3072177573,17266.8064557554,0
794,261786.650041915,164,7,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,27708.2602539718,19660.1656353687,0
795,293498.253895704,164,1,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,31874.8027541013,20052.0108,8048.55899936742
796,215948.548432072,152,0,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,25140.7528303732,21567.1880815765,2659.67410884368
797,202774.820722404,152,9,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,19990.7192977232,18769.0394917179,0
798,114228.975310517,176,7,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,25324.1382828534,0
799,98970.0542284288,152,9,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,21879.2659025618,0
800,203249.481411549,176,9,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,26256.9251582811,19441.0738851035,0
801,175654.751025682,176,6,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,19901.2878385277,20429.7802512494,0
802,253624.647062386,176,4,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,34417.1220955735,24887.8544403533,1896.78573441491
803,258910.268093827,152,6,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,32531.7058208529,14300.0151943007,20374.3735330767
804,258839.288908738,152,4,0.0499,0.937,1.521,1.368,0.423,2.28409090909091E-05,32449.9449044477,14300.5689606771,20432.1623093557
805,247512.17528787,152,4,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,25465.2288333613,18417.3157429445,0
806,98970.0542284287,152,8,0.0333,0.186,1.779,1.494,0.517,3.35227272727273E-05,0,21879.2659025618,0
807,332622.09242289,176,9,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,46660.3733843428,14129.3712669302,60865.9923368614
808,164853.04126572,164,4,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,18300.2272868386,19180.4295459924,0
809,317042.886316354,176,0,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,45098.9923116274,13167.7722166667,74749.5291157661
810,277340.016171976,152,2,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,28715.1900306236,18930.9500833334,6969.00178424993
811,203655.59328571,176,4,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,26196.8583785566,19480.8187560642,0
812,262495.012942335,164,4,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,27651.9930868067,19676.19737167,0
813,305017.951358481,164,4,0.0085,1.041,1.445,1.535,0.676,5.15909090909091E-05,34540.6721934486,20818.0232577521,3968.24129569807
814,246878.34414185,152,7,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,25555.4902003546,18398.8259962157,0
815,234271.516927282,164,8,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,28747.3347819809,23528.1828362283,0
816,228722.180979786,164,0,0.0011,0.693,1.468,1.447,0.613,4.44318181818182E-05,27479.5774009751,22767.8217799517,3074.84088353782
817,221963.811724829,176,0,0.0227,0.581,1.582,1.694,0.666,5.04545454545455E-05,23482.029922575,21132.1268862859,0
818,159556.315971926,164,3,0.0371,0.393,1.363,1.625,0.466,2.77272727272727E-05,17947.6608177293,18872.4106645646,0
819,333684.817404999,176,6,0.0159,1.109,1.713,1.304,0.433,2.39772727272727E-05,46562.0160974496,14351.9890806519,60322.6887793006
820,278660.285799501,176,9,0.0267,0.819,1.614,1.543,0.533,3.53409090909091E-05,29885.7286324343,20706.5426062901,0
821,191073.218765974,164,9,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,24377.9206339068,18484.6689731532,0
822,174976.572746326,152,0,0.0418,0.543,1.33,1.411,0.584,4.11363636363636E-05,21637.989210836,17267.7799056326,0
